words,tag
and,O
backend,B-SKILLS
testing,I-SKILLS
which,O
covers,O
more,O
than,O
90,O
of,O
critical,O
scenarios,O
for,O
the,O
application,O
   ,O
reported,O
bugs,O
and,O
tracked,O
defects,O
using,O
element,O
tool,O
   ,O
executed,O
sql,B-SKILLS
queries,I-SKILLS
for,O
data,O
validation,O
to,O
check,O
data,O
integrity,O
error,O
handling,O
data,O
redundancy,O
and,O
data,O
consistency,O
   ,O
involved,O
in,O
analyzing,O
the,O
changes,O
made,O
from,O
the,O
previous,O
release,O
    ,O
interacted,O
with,O
different,O
development,O
teams,O
to,O
coordinate,O
testing,O
   ,O
premier,B-COMPANY
bank–,I-COMPANY
wilmette,B-LOCATION
il,I-LOCATION
operations,B-SKILLS
analyst,I-SKILLS
oct,B-DATE
2011,I-DATE
dec,B-DATE
2012,I-DATE
  ,O
prepared,O
test,B-SKILLS
plan,I-SKILLS
test,B-SKILLS
cases,I-SKILLS
and,O
test,O
scripts,O
for,O
the,O
project,O
   ,O
performed,O
data,O
quality,B-SKILLS
analysis,I-SKILLS
using,O
advanced,O
sql,B-SKILLS
skills,O
and,O
executed,O
sql,B-SKILLS
queries,I-SKILLS
for,O
data,O
validation,O
to,O
check,O
data,O
integrity,O
error,O
handling,O
data,O
redundancy,O
and,O
data,O
consistency,O
   ,O
prepared,O
test,O
data,O
at,O
design,O
phase,O
for,O
both,O
positive,O
and,O
negative,O
scenarios,O
and,O
tested,O
the,O
boundaries,O
for,O
database,O
limitations,O
   ,O
reported,O
bugs,O
and,O
tracked,O
defects,O
using,O
hp,O
alm,O
quality,O
center,O
   ,O
performed,O
all,O
aspects,O
of,O
verification,O
validation,O
including,O
functional,O
structural,O
regression,O
load,O
and,O
database,B-SKILLS
testing,I-SKILLS
   ,O
tested,O
with,O
frontend,O
functionality,O
for,O
the,O
entire,O
application,O
   ,O
certifications,O
  ,O
working,O
towards,O
cste,O
certification,O
        ,O
education,O
      ,O
northeastern,B-UNI
illinois,I-UNI
university,I-UNI
of,I-UNI
chicago,I-UNI
                         ,O
bs,B-EDUCATION
in,I-EDUCATION
accounting,I-EDUCATION
  ,O
finance,O
august,B-DATE
1996,I-DATE
vishobha,B-PERSON
bazaz,I-PERSON
  ,O
125,O
barton,B-LOCATION
circle,I-LOCATION
schaumburg,I-LOCATION
il,I-LOCATION
–,O
60194,B-LOCATION
usa,I-LOCATION
  ,O
16302174141,B-NUMBER
  ,O
vishobhagmailcom,B-EMAIL
          ,O
summary,O
     ,O
75,B-DATE
years,I-DATE
of,O
experience,O
as,O
a,O
senior,B-SKILLS
analyst,I-SKILLS
  ,O
technical,O
lead,O
  ,O
software,B-SKILLS
test,I-SKILLS
specialist,I-SKILLS
exposure,O
working,O
with,O
people,O
in,O
multiple,O
countries,O
  ,O
industries,O
from,O
diverse,O
nationalities,O
and,O
domains,O
  ,O
experience,O
with,O
itil,O
practices,O
  ,O
principles,O
  ,O
project,O
management,O
of,O
production,O
defects,O
throughout,O
the,O
lifecycle,O
from,O
opening,O
of,O
defect,O
to,O
its,O
fixing,O
testing,O
validation,O
  ,O
deployment,O
   ,O
involved,O
in,O
testing,O
design,O
development,O
and,O
implementation,O
of,O
software,O
applications,O
  ,O
expertise,O
in,O
analyzing,O
requirements,O
writing,O
use,B-SKILLS
cases,I-SKILLS
test,B-SKILLS
plans,I-SKILLS
test,B-SKILLS
cases,I-SKILLS
and,O
traceability,O
matrix,O
  ,O
diverse,O
work,O
experience,O
on,O
lab,B-SKILLS
testing,I-SKILLS
functional,B-SKILLS
testing,I-SKILLS
system,O
integration,B-SKILLS
testing,I-SKILLS
user,B-SKILLS
acceptance,I-SKILLS
testing,I-SKILLS
regression,B-SKILLS
smoke,O
and,O
end,O
to,O
end,O
testing,O
  ,O
experienced,O
in,O
defect,O
management,O
defect,O
analysis,O
and,O
defect,O
reporting,O
using,O
hp,O
quality,O
center,O
  ,O
good,O
knowledge,O
on,O
sdlc,B-SKILLS
test,
life,O
cycle,O
test,O
methodologies,O
like,O
agile,B-SKILLS
  ,O
scrum,O
  ,O
participated,O
in,O
test,O
review,O
meetings,O
defect,O
review,O
meetings,O
walk,O
through,O
to,O
discuss,O
requirements,O
  ,O
test,O
status,O
issues,O
and,O
open,O
defects,O
  ,O
proficient,O
in,O
all,O
aspects,O
of,O
software,B-SKILLS
testing,I-SKILLS
life,O
cycle,O
such,O
as,O
use,B-SKILLS
case,I-SKILLS
analysis,I-SKILLS
test,B-SKILLS
plan,I-SKILLS
creation,I-SKILLS
test,B-SKILLS
case,I-SKILLS
preparation,O
test,O
reports,O
and,O
defect,O
tracking,O
  ,O
extensively,O
used,O
sql,B-SKILLS
queries,I-SKILLS
to,O
manipulate,O
the,O
data,O
performed,O
back,O
end,O
data,O
validation,O
in,O
db,O
via,O
complex,O
sql,B-SKILLS
queries,I-SKILLS
  ,O
expertise,O
in,O
performing,O
different,O
types,O
of,O
testing,O
black,B-SKILLS
box,I-SKILLS
gui,O
integration,B-SKILLS
regression,B-SKILLS
backend,B-SKILLS
  ,O
system,O
regression,B-SKILLS
lab,B-SKILLS
endtoend,O
and,O
user,B-SKILLS
acceptance,I-SKILLS
testing,I-SKILLS
  ,O
possess,O
strong,O
knowledge,O
of,O
amdocs,B-SKILLS
billing,I-SKILLS
system,I-SKILLS
responsible,O
for,O
generating,O
  ,O
verifying,O
invoices,O
  ,O
tracking,O
discrepancies,O
in,O
bill,O
charges,O
for,O
each,O
month,O
  ,O
experienced,O
projects,O
going,O
live,O
or,O
upgrading,O
to,O
higher,O
versions,O
  ,O
key,O
member,O
of,O
onsite,O
team,O
responsible,O
for,O
mentoring,O
and,O
training,O
other,O
qas,O
and,O
new,O
joiners,O
on,O
board,O
  ,O
worked,O
on,O
onshore,O
offshore,O
model,O
exploiting,O
the,O
best,O
of,O
time,O
and,O
resource,O
utilization,O
with,O
time,O
zone,O
differences,O
  ,O
good,O
team,O
player,O
with,O
excellent,O
analytical,O
presentation,O
communication,O
and,O
multi,O
  ,O
tasking,O
skills,O
      ,O
technical,O
experience,O
  ,O
certification,O
  ,O
itil,B-COMPANY
foundation,I-COMPANY
examination,O
in,O
it,O
service,O
management,O
  ,O
languages,O
  ,O
sql,B-SKILLS
unix,B-SKILLS
shell,I-SKILLS
script,O
using,O
vi,O
editor,O
c,B-SKILLS
c,B-SKILLS
java,B-SKILLS
net,B-SKILLS
  ,O
test,O
tools,O
  ,O
clearquest,O
hp,O
quality,O
centre,O
ats,O
knowledge,O
of,O
qtp,O
automation,O
tool,O
  ,O
utilities,O
  ,O
isp,B-SKILLS
vmware,I-SKILLS
ms,B-SKILLS
excel,I-SKILLS
ms,B-SKILLS
word,I-SKILLS
soap,B-SKILLS
ui,I-SKILLS
vi,B-SKILLS
editor,I-SKILLS
html,B-SKILLS
      ,O
database,B-SKILLS
  ,O
toad,B-SKILLS
oracle,B-SKILLS
windows,B-SKILLS
  ,O
testing,O
types,O
  ,O
uat,B-SKILLS
sit,B-SKILLS
regression,B-SKILLS
functional,B-SKILLS
lab,B-SKILLS
testing,I-SKILLS
mobile,B-SKILLS
testingandroid,I-SKILLS
  ,O
ios,B-SKILLS
pos,B-SKILLS
testing,I-SKILLS
with,O
isp,B-SKILLS
  ,O
vmware,B-SKILLS
credit,B-SKILLS
card,I-SKILLS
testing,I-SKILLS
front,B-SKILLS
end,I-SKILLS
testing,I-SKILLS
backend,B-SKILLS
testingamdocs,I-SKILLS
billing,O
system,O
  ,O
db,O
validations,O
amdocs,B-SKILLS
ces81,I-SKILLS
testing,I-SKILLS
of,O
all,O
the,O
modules,O
      ,O
us,B-COMPANY
cellular,I-COMPANY
–,O
senior,B-SKILLS
defect,I-SKILLS
analyst,I-SKILLS
  ,O
location,O
bensenville,B-LOCATION
il,I-LOCATION
usa,I-LOCATION
                    ,O
jan,B-DATE
2016,I-DATE
–,O
june,B-DATE
2107,I-DATE
    ,O
us,B-COMPANY
cellular,I-COMPANY
  ,O
summary,O
  ,O
us,B-COMPANY
cellular,I-COMPANY
owns,O
and,O
operates,O
the,O
fifthlargest,O
wireless,O
telecommunications,O
network,O
in,O
the,O
united,B-LOCATION
states,I-LOCATION
serving,O
5,O
million,O
customers,O
i,O
was,O
responsible,O
for,O
project,O
management,O
of,O
production,O
defects,O
throughout,O
the,O
lifecycle,O
from,O
opening,O
of,O
defect,O
to,O
its,O
fixing,O
testing,O
validation,O
  ,O
deployment,O
   ,O
my,O
responsibilities,O
    ,O
project,O
management,O
of,O
production,O
defects,O
overall,O
responsible,O
from,O
inception,O
of,O
defect,O
to,O
getting,O
the,O
fix,O
delivered,O
tested,O
verified,O
  ,O
deployed,O
in,O
production,O
    ,O
reporting,O
generating,O
several,O
dailyweeklymonthly,O
reports,O
to,O
find,O
about,O
activefailedready,O
testing,O
defects,O
execution,O
status,O
and,O
overall,O
health,O
of,O
production,O
defects,O
  ,O
hosting,O
meetings,O
  ,O
collaborating,O
hosting,O
several,O
dailyweekly,O
meetings,O
with,O
internal,O
  ,O
external,O
partners,O
to,O
review,O
performance,O
suggest,O
improvements,O
discuss,O
issues,O
  ,O
understand,O
any,O
gaps,O
             ,O
capgemini,O
–,O
technical,B-COMPANY
lead,I-COMPANY
  ,O
location,O
oakbrook,B-LOCATION
il,I-LOCATION
usa,I-LOCATION
                    ,O
aug,B-DATE
2015,I-DATE
–,O
dec,B-DATE
2015,I-DATE
    ,O
mc,B-COMPANY
donald,I-COMPANY
s,O
  ,O
summary,O
  ,O
mcdonalds,B-COMPANY
is,O
the,O
worlds,O
largest,O
chain,O
of,O
hamburger,O
fast,O
food,O
restaurants,O
serving,O
around,O
68,O
million,O
customers,O
daily,O
in,O
119,O
countries,O
across,O
35000,O
outlets,O
i,O
am,O
leading,O
qrd,O
quick,O
response,O
development,O
team,O
which,O
tests,O
  ,O
certifies,O
the,O
fixes,O
before,O
they,O
are,O
deployed,O
in,O
field,O
   ,O
my,O
responsibilities,O
    ,O
test,O
estimation,O
prepare,O
test,O
estimates,O
and,O
relevant,O
test,B-SKILLS
plans,I-SKILLS
and,O
scenarios,O
    ,O
defect,O
management,O
quickly,O
identify,O
any,O
issues,O
and,O
engage,O
developers,O
and,O
project,O
team,O
members,O
as,O
required,O
document,O
defects,O
for,O
historical,O
reference,O
and,O
remediation,O
  ,O
lab,B-SKILLS
testing,I-SKILLS
prepare,O
the,O
lab,O
including,O
setup,O
configuration,O
and,O
reimaging,O
for,O
efficient,O
testing,O
of,O
projects,O
test,O
monthly,O
support,O
updates,O
msus,O
and,O
other,O
packages,O
hardware,O
and,O
updates,O
using,O
applicable,O
deployment,O
methods,O
            ,O
amdocs,B-SKILLS
–,O
software,B-SKILLS
test,I-SKILLS
specialist,I-SKILLS
  ,O
location,O
wooddale,B-LOCATION
il,I-LOCATION
usa,I-LOCATION
                    ,O
oct,B-DATE
2012,I-DATE
–,O
march,B-DATE
2015,I-DATE
     ,O
us,B-COMPANY
cellular,I-COMPANY
tops,O
program,O
   ,O
summary,O
  ,O
us,B-COMPANY
cellular,I-COMPANY
owns,O
and,O
operates,O
the,O
fifthlargest,O
wireless,O
telecommunications,O
network,O
in,O
the,O
united,B-LOCATION
states,I-LOCATION
tops,O
program,O
is,O
an,O
upgradation,O
and,O
enhancement,O
of,O
its,O
e2e,O
bss,O
system,O
to,O
latest,O
amdocs,B-SKILLS
ces,O
81,O
  ,O
my,O
responsibilities,O
    ,O
requirement,O
gathering,O
and,O
analysis,O
gathering,O
business,O
requirements,O
analyzing,O
  ,O
documenting,O
them,O
in,O
documents,O
using,O
ms,B-SKILLS
wordexcel,B-SKILLS
  ,O
test,B-SKILLS
cases,I-SKILLS
design,O
  ,O
execution,O
designing,O
test,B-SKILLS
plans,I-SKILLS
  ,O
hlc,O
s,O
from,O
business,O
requirements,O
and,O
getting,O
them,O
reviewed,O
by,O
business,O
involved,O
in,O
test,B-SKILLS
case,I-SKILLS
design,O
development,O
  ,O
execution,O
  ,O
defect,O
management,O
reporting,O
  ,O
retesting,O
of,O
defects,O
using,O
hp,O
qc,O
   ,O
lab,B-SKILLS
testing,I-SKILLS
lab,B-SKILLS
testing,I-SKILLS
is,O
performed,O
on,O
real,O
mobiles,O
iosandroid,O
platform,O
  ,O
validating,O
the,O
connectivity,O
of,O
various,O
elements,O
voicedatasmsmms,O
on,O
real,O
network,O
switches,O
  ,O
uat,B-SKILLS
facilitating,O
user,B-SKILLS
acceptance,I-SKILLS
testing,I-SKILLS
by,O
supporting,O
business,O
analysts,O
  ,O
managing,O
uat,B-SKILLS
scenarios,O
  ,O
sit,O
responsible,O
for,O
onsite,B-SKILLS
testing,I-SKILLS
of,O
critical,O
modules,O
epc,B-SKILLS
oms,B-SKILLS
crm,B-SKILLS
aam,B-SKILLS
tc,B-SKILLS
amdd,B-SKILLS
and,O
billing,O
   ,O
back,B-SKILLS
end,I-SKILLS
testing,I-SKILLS
responsible,O
for,O
generating,O
  ,O
verifying,O
invoices,O
  ,O
tracking,O
discrepancies,O
in,O
bill,O
charges,O
for,O
each,O
month,O
  ,O
front,B-SKILLS
end,I-SKILLS
testing,I-SKILLS
responsible,O
for,O
testing,O
web,O
based,O
gui,O
expert,O
in,O
testing,B-SKILLS
amdocs,I-SKILLS
clarify,O
crm,B-SKILLS
  ,O
mcss,O
portal,O
  ,O
training,O
responsible,O
for,O
mentoring,O
and,O
training,O
new,O
  ,O
junior,O
members,O
in,O
team,O
       ,O
amdocs,O
–,O
senior,B-SKILLS
testing,I-SKILLS
engineer,I-SKILLS
    ,O
location,O
kuala,B-LOCATION
lumpur,I-LOCATION
malaysia,I-LOCATION
            ,O
june,B-DATE
2010–may,I-DATE
2011,B-DATE
    ,O
astro,O
transformer,O
   ,O
summary,O
  ,O
astro,O
is,O
malaysian,O
direct,O
broadcast,O
satellite,O
dbs,O
pay,O
television,O
service,O
the,O
astro,O
transformation,O
project,O
involves,O
upgradation,O
of,O
amdocs,B-SKILLS
55,O
to,O
amdocs,B-SKILLS
75,O
crm,B-SKILLS
oms,B-SKILLS
and,B-SKILLS
abp,B-SKILLS
  ,O
my,O
responsibilities,O
                  ,O
key,O
member,O
of,O
the,O
onsite,O
sit,O
and,O
uat,O
team,O
in,O
the,O
astro,O
transformer,O
75,O
phase,O
1,O
golive,O
              ,O
designing,O
and,O
execution,O
of,O
test,O
cases,O
for,O
amdocs,O
75,O
crm,B-SKILLS
oms,I-SKILLS
abp,I-SKILLS
              ,O
situat,O
defect,O
coordination,O
with,O
astro,O
business,O
and,O
development,O
team,O
              ,O
scoping,O
working,O
with,O
amdocs,O
and,O
client,O
architects,O
to,O
provide,O
estimation,O
for,O
test,O
requirements,O
       ,O
koinflip,O
sdn,O
bhd,O
–,O
application,O
developer,O
location,O
kuala,B-LOCATION
lumpur,I-LOCATION
malaysia,I-LOCATION
  ,O
dec,B-DATE
2009–may,I-DATE
2010,B-DATE
    ,O
mymoneymanage,O
  ,O
summary,O
  ,O
mymoneymange,O
is,O
an,O
online,O
application,O
that,O
tracks,O
finances,O
controls,O
expenses,O
creates,O
multiple,O
budgets,O
and,O
manages,O
financial,O
goals,O
  ,O
my,O
responsibilities,O
                   ,O
supporting,O
and,O
enhancing,O
mymoneymanage,O
  ,O
environment,O
                     ,O
aspnet,B-SKILLS
                   ,O
sql,B-SKILLS
server,I-SKILLS
2005,B-DATE
  ,O
ltd,O
–,O
software,B-SKILLS
engineer,I-SKILLS
                                            ,O
feb,B-DATE
2007,I-DATE
–,O
feb,B-DATE
2008,I-DATE
                                                                           ,O
mar,B-DATE
2008,I-DATE
–sep,B-DATE
2008,I-DATE
  ,O
smartchip,B-COMPANY
ltd,I-COMPANY
–,O
software,B-SKILLS
engineer,I-SKILLS
       ,O
location,O
new,B-LOCATION
delhi,I-LOCATION
india,I-LOCATION
                     ,O
mar,B-DATE
2008,I-DATE
–sep,B-DATE
2008,I-DATE
    ,O
gsm,O
   ,O
summary,O
  ,O
gsm,O
is,O
an,O
erp,O
application,O
that,O
controls,O
various,O
processes,O
like,O
procurement,O
invoicing,O
  ,O
billing,O
delivery,O
sale,O
order,O
and,O
dispatch,O
of,O
sim,O
cards,O
  ,O
my,O
responsibilities,O
                  ,O
designed,O
and,O
developed,O
web,B-SKILLS
pages,I-SKILLS
for,O
the,O
various,O
processes,O
                ,O
designing,O
unit,B-SKILLS
test,I-SKILLS
cases,I-SKILLS
which,O
help,O
in,O
accurate,O
implementation,O
of,O
the,O
     ,O
functional,O
requirements,O
  ,O
environment,O
                   ,O
c,O
                   ,O
aspnet,B-SKILLS
                   ,O
sql,B-SKILLS
server,I-SKILLS
2005,B-DATE
      ,O
trisoft,O
systems,O
–,O
software,B-SKILLS
engineer,I-SKILLS
location,O
new,B-LOCATION
delhi,I-LOCATION
india,I-LOCATION
                                                            ,O
feb,B-DATE
2007,I-DATE
–,O
feb,B-DATE
2008,I-DATE
       ,O
electronics,O
point,O
of,O
sale,O
epos,O
for,O
vodafone,O
india,O
  ,O
summary,O
  ,O
epos,O
is,O
a,O
web,B-SKILLS
application,I-SKILLS
for,O
sales,O
distribution,O
  ,O
inventory,O
the,O
application,O
control,O
all,O
the,O
activities,O
related,O
to,O
channel,O
management,O
customer,O
information,O
management,O
sales,O
  ,O
invoicing,O
inventory,O
etc,O
  ,O
my,O
responsibilities,O
                     ,O
designed,O
and,O
developed,O
web,B-SKILLS
pages,I-SKILLS
for,O
the,O
various,O
processes,O
                   ,O
involved,O
in,O
writing,O
srs,O
and,O
other,O
related,O
documents,O
for,O
the,O
project,O
  ,O
environment,O
                   ,O
c,B-SKILLS
                   ,O
aspnet,B-SKILLS
                   ,O
sql,B-SKILLS
server,I-SKILLS
2005,B-DATE
      ,O
professional,O
qualification,O
  ,O
2016,B-DATE
  ,O
itil,B-COMPANY
foundation,I-COMPANY
examination,I-COMPANY
in,O
service,O
management,O
  ,O
peoplecert,O
  ,O
8500,O
  ,O
2006,B-DATE
  ,O
masters,B-EDUCATION
of,I-EDUCATION
computer,I-EDUCATION
applications,O
  ,O
icfai,B-UNI
university,I-UNI
  ,O
7027,O
  ,O
20052006,B-DATE
                ,O
diploma,B-EDUCATION
in,I-EDUCATION
software,I-EDUCATION
engineering,I-EDUCATION
                  ,O
appreciation,O
of,O
sql,B-SKILLS
server,I-SKILLS
                                                                                     ,O
niit,O
  ,O
excellent,O
  ,O
performance,O
      ,O
educational,O
qualification,O
  ,O
2004,B-DATE
  ,O
bcom,B-EDUCATION
hons,B-EDUCATION
  ,O
university,B-UNI
of,I-UNI
delhi,I-UNI
  ,O
60,B-EDUCATION
  ,O
2001,B-DATE
  ,O
class,O
xii,O
  ,O
cbse,B-COLLEGE
jdkp,I-COLLEGE
school,I-COLLEGE
  ,O
81.8,B-EDUCATION
  ,O
1999,B-DATE
  ,O
class,O
x,O
  ,O
cbse,B-COLLEGE
jdkp,I-COLLEGE
school,I-COLLEGE
  ,O
836,B-EDUCATION
      ,O
personal,O
profile,O
  ,O
sex,O
  ,O
female,O
  ,O
nationality,O
  ,O
indian,B-LOCATION
  ,O
marital,O
status,O
  ,O
married,O
  ,O
strong,O
points,O
  ,O
a,O
positive,O
attitude,O
selfmotivated,O
  ,O
zeal,O
to,O
learn,O
   ,O
us,B-LOCATION
